pfam_id,primary_role,resistant,reason
PF09827,other,no,Cas2 proteins are involved in CRISPR systems for protection against invasive nucleic acids but do not directly participate in biosynthetic processes or resistance mechanisms.
PF09829,other,no,The domain has no known function and does not fit into the specified categories.
PF09830,other,no,The domain is involved in nucleotide metabolism and does not directly relate to biosynthetic pathways or resistance.
PF09831,other,no,The domain has no known function and does not fit into the specified categories.
PF09832,other,no,The domain has no known function and does not fit into the specified categories.
PF09834,other,no,The domain has no known function and does not fit into the specified categories.
PF09835,other,no,The domain has no known function and does not fit into the specified categories.
PF09836,regulation,no,The domain is suggested to be involved in transcriptional regulation based on its genomic context and structure.
PF09837,other,no,The domain is related to sugar transferases but does not directly indicate a role in biosynthetic pathways or resistance.
PF09838,other,no,The domain has no known function and does not fit into the specified categories.
PF09839,other,no,The domain has no known function and does not fit into the specified categories.
PF09842,other,no,The domain has no known function and does not fit into the specified categories.
PF09844,other,no,The domain has no known function and does not fit into the specified categories.
PF09849,other,no,The domain is hypothetical with no known function and is not specific to BGC function.
PF09850,other,no,DotU is involved in the type VI secretion system and does not directly relate to biosynthetic functions or resistance.
PF09851,other,no,The description does not provide any information indicating a specific functional role related to biosynthesis or resistance.
PF09852,other,no,"The domain is hypothetical with no known function, thus categorized as 'other'."
PF09856,regulation,no,"The domain is involved in regulating gene expression related to acetate and propionate metabolism, but does not confer resistance."
PF09857,other,no,YjhX_toxin is a putative toxin and does not directly participate in biosynthetic processes or confer resistance.
PF09858,other,no,"The domain is hypothetical with no known function, thus categorized as 'other'."
PF09859,tailoring,no,"The domain is involved in oxidative de-methylation, which is a chemical modification process."
PF09860,other,no,The domain is hypothetical with no known function and does not directly relate to biosynthetic processes or resistance.
PF09861,other,no,"The domain is part of lactate racemase enzymes, which are not directly involved in biosynthetic processes or resistance."
PF09862,other,no,"The domain is hypothetical with no known function, making it difficult to assign a specific role related to biosynthesis or resistance."
PF09863,other,no,The domain has no known function and does not fit into the specified categories.
PF09864,other,yes,"MliC is a lysozyme inhibitor that confers increased tolerance to lysozyme, indicating a role in resistance."
PF09865,other,no,"The domain is hypothetical with no known function, thus classified as 'other'."
PF09866,other,no,"The domain is hypothetical with no known function, thus categorized as 'other'."
PF09867,regulation,no,"TagF is a post-translational repressor involved in regulating the type VI secretion system, not directly related to biosynthetic processes or resistance."
PF09876,other,no,The domain has no known function and is not specific to BGC function.
PF09889,other,no,The domain has no known function and is categorized as hypothetical.
PF09898,other,no,"The domain is hypothetical with no known function, thus categorized as 'other'."
PF09899,other,no,The function of the domain is unknown and it does not directly relate to biosynthetic processes or resistance.
PF09900,other,no,"The domain is hypothetical with no known function, thus categorized as 'other'."
PF09902,other,no,The domain has no known function and is classified as hypothetical.
PF09903,other,no,"The domain is hypothetical with no known function, thus categorized as 'other'."
PF09904,regulation,no,The domain is a DNA-binding domain likely involved in regulating gene expression.
PF09905,other,no,The domain is related to nucleic acid binding but does not directly contribute to biosynthetic functions or resistance.
PF09906,other,no,"The domain is hypothetical with no known function, thus categorized as 'other'."
PF09907,other,no,HigB_toxin is involved in mRNA interference and does not directly contribute to biosynthetic processes or resistance.
PF09909,other,no,"The protein is uncharacterized and suggested to serve as a signaling device, not directly involved in biosynthesis or resistance."
PF09911,other,no,"The domain is hypothetical with no known function, thus categorized as 'other'."
PF09912,other,no,"The domain is hypothetical with no known function, thus classified as 'other'."
PF09913,other,no,"The domain is hypothetical with no known function, thus categorized as 'other'."
