pfam_id,clan_id,description
PF10551,CL0219,MULE transposase domain
PF10552,,ORF6C domain
PF10553,,MSV199 domain
PF10554,,Ash protein family
PF10555,,Phospho-N-acetylmuramoyl-pentapeptide-transferase signature 1 
PF10557,CL0123,Cullin protein neddylation domain
PF10558,,Mitochondrial 18 KDa protein (MTP18)  
PF10559,,Plug domain of Sec61p
PF10561,CL0028,C2orf69
PF10562,,Calmodulin-binding domain C0 of NMDA receptor NR1 subunit
PF10563,,Delta carbonic anhydrase
PF10564,,Sialic-acid binding micronemal adhesive repeat
PF10565,,N-methyl D-aspartate receptor 2B3 C-terminus
PF10566,CL0036,Glycoside hydrolase 97  
PF10567,,RNA-recognition motif
PF10568,CL0172,Outer mitochondrial membrane transport complex protein
PF10570,,Myelin-PO cytoplasmic C-term p65 binding region
PF10571,CL0167,Uncharacterised protein family UPF0547
PF10572,,UPF0556 domain
PF10573,,Uncharacterised protein family UPF0561
PF10574,,Arp2/3-interacting proteins Arpin
PF10576,,Iron-sulfur binding domain of endonuclease III
PF10577,CL0661,"FAM171A1/A2/B, N-terminal"
PF10578,,Seminal vesicle protein repeat
PF10579,CL0020,Rapsyn N-terminal myristoylation and linker region
PF10580,,Gap junction protein N-terminal region
PF10581,,Synapsin N-terminal
PF10583,,Involucrin of squamous epithelia N-terminus
PF10584,CL0052,Proteasome subunit A N-terminal signature
PF10585,,"Ubiquitin-activating enzyme, SCCH domain"
PF10587,,Eukaryotic elongation factor 1 beta central acidic region
PF10588,,NADH-ubiquinone oxidoreductase-G iron-sulfur binding region
PF10589,,NADH-ubiquinone oxidoreductase-F iron-sulfur binding region
PF10590,,Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region
PF10591,CL0220,Secreted protein acidic and rich in cysteine Ca binding region
PF10592,,AIPR protein
PF10593,,Z1 domain
PF10595,,Protein FAM161A/B
PF10596,CL0363,U6-snRNA interacting domain of PrP8
PF10597,,U5-snRNA binding site 2 of PrP8
PF10598,,RNA recognition motif of the spliceosomal PrP8
PF10599,,Retro-transposon transporting motif  
PF10600,,PDZ-associated domain of NMDA receptors
PF10601,CL0167,LITAF-like zinc ribbon domain
PF10602,CL0020,26S proteasome subunit RPN7
PF10604,CL0209,Polyketide cyclase / dehydrase and lipid transport
PF10605,CL0028,3HB-oligomer hydrolase (3HBOH) 
PF10606,,Homer-binding domain of metabotropic glutamate receptor 
PF10607,CL0825,CTLH/CRA C-terminal to LisH motif domain
PF10608,,Polyubiquitination (PEST) N-terminal domain of MAGUK
PF10609,CL0023,NUBPL iron-transfer P-loop NTPase
PF10610,CL0159,Thin aggregative fimbriae synthesis protein
PF10611,,Protein of unknown function (DUF2469)
PF10612,,Spore coat protein Z
PF10613,CL0177,Ligated ion channel L-glutamate- and glycine-binding site
PF10614,,"Type VIII secretion system (T8SS), CsgF protein"
PF10615,,Domain of unknown function (DUF2470)
PF10616,,Protein of unknown function (DUF2471) 
PF10617,,Protein of unknown function (DUF2474)
PF10618,,Phage tail tube protein
PF10620,CL0260,Phosphoribosyl-dephospho-CoA transferase MdcG C-terminal domain
PF10621,,F420H2 dehydrogenase subunit FpoO 
PF10622,,Energy-converting hydrogenase B subunit P (EhbP)
PF10623,,Plasmid conjugative transfer protein PilI
PF10624,,Plasmid conjugative transfer entry exclusion protein TraS
PF10625,,Universal stress protein B (UspB)
PF10626,CL0193,Conjugative transposon protein TraO
PF10627,,Curli assembly protein CsgE
PF10628,CL0731,Outer spore coat protein E (CotE)
PF10629,CL0817,Ciliary microtubule inner protein 2B-like
PF10630,,Protein of unknown function (DUF2476)
PF10631,,Protein of unknown function (DUF2477)
PF10633,CL0159,"NPCBM-associated, NEW3 domain of alpha-galactosidase"
PF10634,CL0159,Fe2+ transport protein
PF10635,,DisA bacterial checkpoint controller linker region 
PF10636,,Hemin uptake protein hemP
PF10637,CL0029,Oxoglutarate and iron-dependent oxygenase degradation C-term
PF10638,,Spindle body associated protein C-terminus  
PF10639,CL0184,Putative transmembrane family 234
PF10640,CL0273,"mRNA capping enzyme catalytic subunit, RNA triphosphatase domain"
PF10642,,Mitochondrial import receptor subunit or translocase
PF10643,CL0318,Photosystem P840 reaction-centre cytochrome c-551
PF10644,CL0063,Misato Segment II tubulin-like domain
PF10645,,Carbohydrate binding
PF10646,,Sporulation and spore germination
PF10647,CL0186,Lipoprotein LpqB beta-propeller domain
PF10648,CL0159,Immunoglobulin-like domain of bacterial spore germination
PF10649,CL0023,Protein of unknown function (DUF2478)
PF10650,,Putative zinc-finger domain
PF10651,CL0159,BppU N-terminal domain
PF10652,,Protein of unknown function (DUF2480)
PF10653,,Protein gp45 of Bacteriophage A118
PF10654,,Protein of unknown function (DUF2481) 
PF10655,,Hypothetical protein of unknown function (DUF2482)
PF10656,,Hypothetical protein of unknown function (DUF2483)
PF10657,,Photosystem P840 reaction centre protein PscD
PF10658,,Protein of unknown function (DUF2484)
PF10659,,Trypanosome variant surface glycoprotein C-terminal domain
PF10660,,Iron-containing outer mitochondrial membrane protein N-terminus  
PF10661,,"WXG100 protein secretion system (Wss), protein EssA"
PF10662,CL0023,Ethanolamine utilisation - propanediol utilisation
PF10664,,Cyanobacterial and plastid NDH-1 subunit M
PF10665,,Minor capsid protein
PF10666,CL0567,Phage tail assembly chaperone protein Gp14 ()A118
PF10667,,Protein of unknown function (DUF2486)
PF10668,CL0123,Phage terminase small subunit
PF10669,,Protein gp23 (Bacteriophage A118)
PF10670,CL0287,Domain of unknown function (DUF4198)
PF10671,CL0751,Toxin co-regulated pilus biosynthesis protein Q
PF10672,CL0063,S-adenosylmethionine-dependent methyltransferase
PF10673,,Protein of unknown function (DUF2487)
PF10674,,Ycf54 protein
PF10675,,Protein of unknown function (DUF2489)
PF10676,,Spore germination protein gerPA/gerPF
PF10677,CL0193,Protein of unknown function (DUF2490)
PF10678,,Protein of unknown function (DUF2492)
PF10679,,Protein of unknown function (DUF2491)
PF10680,,RNA polymerase I specific transcription initiation factor
PF10681,,"Chaperone for protein-folding within the ER, fungal"
PF10682,,Glycoprotein of human cytomegalovirus HHV-5
PF10683,,Hermes transposase DNA-binding domain  
PF10684,,Putative biofilm-dependent modulation protein
PF10685,CL0385,Stress-induced bacterial acidophilic repeat motif
PF10686,CL0349,"YspA, cpYpsA-related SLOG family"
PF10688,,Bacterial inner membrane protein
PF10689,,Protein of unknown function (DUF2496)
PF10690,,Myticin pre-proprotein from the mussel
PF10691,,Protein of unknown function (DUF2497) 
PF10692,,Protein of unknown function (DUF2498)
PF10693,,Protein of unknown function (DUF2499)
PF10694,CL0851,Protein of unknown function (DUF2500)
PF10696,,Protein of unknown function (DUF2501)
PF10697,,Protein of unknown function (DUF2502)
PF10698,CL0209,Protein of unknown function (DUF2505)
PF10699,,Male gamete fusion factor
PF10702,,Protein of unknown function (DUF2507)
PF10703,CL0116,MoaF N-terminal domain
PF10704,,Protein of unknown function (DUF2508)
PF10705,,Chloroplast protein precursor Ycf15 putative
PF10706,CL0260,Aminoglycoside-2''-adenylyltransferase
PF10707,CL0016,PhoP regulatory network protein YrbL
PF10708,,Protein of unknown function (DUF2510)
PF10709,,Protein of unknown function (DUF2511)
PF10710,,Protein of unknown function (DUF2512)
PF10711,CL0123,Hypothetical protein (DUF2513)
PF10712,,NAD-specific glutamate dehydrogenase
PF10713,,Protein of unknown function (DUF2509) 
PF10714,,Late embryogenesis abundant protein 18
PF10715,CL0136,T4-page Endoribonuclease RegB
PF10716,,NADH dehydrogenase transmembrane subunit
PF10717,,Occlusion-derived virus envelope protein ODV-E18
PF10718,,Hypothetical chloroplast protein Ycf34
PF10719,,Late competence development protein ComFB
PF10720,,Protein of unknown function (DUF2515)
PF10721,CL0331,Protein of unknown function (DUF2514)
PF10722,CL0097,Putative bacterial sensory transduction regulator
PF10723,CL0057,Replication regulatory protein RepB
PF10724,,Protein of unknown function (DUF2516)
PF10725,,Protein of unknown function (DUF2517)
PF10726,,Protein of function (DUF2518)
PF10727,CL0063,Rossmann-like domain
PF10728,CL0106,Domain of unknown function (DUF2520)
PF10729,CL0081,Cell division activator CedA
PF10730,,Protein of unknown function (DUF2521)
PF10731,,Thrombin inhibitor from mosquito
PF10732,,Protein of unknown function (DUF2524)
PF10733,,Protein of unknown function (DUF2525)
PF10734,,Protein of unknown function (DUF2523)
PF10735,,Protein of unknown function (DUF2526)   
PF10736,,Protein of unknown function (DUF2627) 
PF10737,,Spore germination protein GerPC
PF10738,CL0619,Probable lipoprotein LpqN
PF10739,CL0266,Protein of unknown function (DUF2550)
PF10740,CL0067,Domain of unknown function (DUF2529)
PF10741,CL0331,"Type II secretion system (T2SS), protein M subtype b"
PF10742,,Protein of unknown function (DUF2555)
PF10743,,Regulatory phage protein cox
PF10744,,Mediator of RNA polymerase II transcription subunit 1
PF10745,,Protein of unknown function (DUF2530)
PF10746,CL0563,"Phage holin T7 family, holin superfamily II"
PF10747,,Sporulation inhibitor of replication protein SirA 
PF10748,,DNA utilization proteins HofP  
PF10749,,Protein of unknown function (DUF2534)
PF10750,,Protein of unknown function (DUF2536)
PF10751,,Protein of unknown function (DUF2535)
PF10752,,Protein of unknown function (DUF2533) 
PF10753,,Toxin GhoT_OrtT
PF10754,CL0347,Protein of unknown function (DUF2569)
PF10755,,Protein of unknown function (DUF2585)
PF10756,CL0266,Bacterial PH domain
PF10757,,Biofilm formation regulator YbaJ
PF10758,,Protein of unknown function (DUF2586)
PF10759,,Bacterial proteasome activator
PF10761,,Protein of unknown function (DUF2590)
PF10762,,Protein of unknown function (DUF2583)   
PF10763,CL0178,Protein of unknown function (DUF2584)
PF10764,,Inhibitor of sigma-G Gin
PF10765,,"Bacteriophage P22, NinX"
PF10766,,Multidrug efflux pump-associated protein AcrZ
PF10767,,"Inner membrane protein YbjO, dehydrogenase-like"
PF10768,,Class II flagellar assembly regulator
PF10769,,Protein of unknown function (DUF2594)
PF10771,CL0123,Winged helix-turn-helix domain (DUF2582)
PF10772,CL0504,"Bacteriophage HP1, Orf24"
PF10774,CL0352,Domain of unknown function (DUF4226)
PF10775,,ATP synthase complex subunit h
PF10776,,Protein of unknown function (DUF2600)
PF10777,,Inner membrane protein YlaC
PF10778,,Halocarboxylic acid dehydrogenase DehI
PF10779,,Haemolysin XhlA
PF10780,,39S ribosomal protein L53/MRP-L53
PF10781,,Dextransucrase DSRB
PF10782,,Zinc-finger
PF10783,,Protein of unknown function (DUF2599)
PF10784,CL0057,Plasmid stability protein
PF10785,,"NADH-ubiquinone oxidoreductase complex I, 21 kDa subunit"
PF10786,,HI_0552 protein family
PF10787,,Uncharacterised protein from bacillus cereus group
PF10788,,Protein of unknown function (DUF2603)
PF10789,,"Phage RNA polymerase binding, RpbA"
PF10790,CL0072,Protein of Unknown function (DUF2604)
PF10791,,Mitochondrial F1-F0 ATP synthase subunit F of fungi
PF10792,,Protein of unknown function (DUF2605)
PF10793,,Gloverin-like protein 
PF10794,CL0287,Protein of unknown function (DUF2606)
PF10795,,Protein of unknown function (DUF2607)
PF10796,,Sigma-S stabilisation anti-adaptor protein 
PF10797,,Protein of unknown function
PF10798,,Biofilm development protein YmgB/AriR
PF10799,,Biofilm formation protein (YliH/bssR)
PF10800,,Protein of unknown function (DUF2528) 
PF10801,,Protein of unknown function (DUF2537)
PF10802,CL0057,Protein of unknown function (DUF2540)
PF10803,,Spore germination GerPB
PF10804,,Protein of unknown function (DUF2538) 
PF10805,,Protein of unknown function (DUF2730)
PF10806,,"SAM35, subunit of SAM coomplex"
PF10807,,Protein of unknown function (DUF2541)
PF10808,,Protein of unknown function (DUF2542) 
PF10809,,Protein of unknown function (DUF2732)
PF10810,,Protein of unknown function (DUF2545)   
PF10811,,Protein of unknown function (DUF2532)
PF10812,,Protein of unknown function (DUF2561)
PF10813,,Herpesvirus UL11 homologue
PF10814,,Cell wall synthesis protein CwsA
PF10815,,ComZ
PF10816,,Domain of unknown function (DUF2760)
PF10817,CL0352,Protein of unknown function (DUF2563)
PF10818,,"secA translation cis-regulator SecM, small type"
PF10819,,Protein of unknown function (DUF2564)     
PF10820,,Protein of unknown function (DUF2543)
PF10821,,Protein of unknown function (DUF2567)
PF10823,,Protein of unknown function (DUF2568)
PF10824,CL0352,"Excreted virulence factor EspC, type VII ESX diderm"
PF10825,,Protein of unknown function (DUF2752)
PF10826,CL0123,Protein of unknown function (DUF2551) 
PF10827,,Protein of unknown function (DUF2552) 
PF10828,,Protein of unknown function (DUF2570)
PF10829,,Protein of unknown function (DUF2554)
PF10830,,Protein of unknown function (DUF2553)
PF10831,,Protein of unknown function (DUF2556)
PF10832,CL0660,YhfG
PF10833,,Protein of unknown function (DUF2572)
PF10834,,Protein of unknown function (DUF2560)
PF10835,,Protein of unknown function (DUF2573)
PF10836,,Protein of unknown function (DUF2574)  
PF10838,,Protein of unknown function (DUF2677)
PF10839,,Protein of unknown function (DUF2647)   
PF10840,,Protein of unknown function (DUF2645)
PF10841,,Protein of unknown function (DUF2644)
PF10842,CL0010,Protein of unknown function (DUF2642)
PF10843,,Respiratory growth induced protein 1 
PF10844,,Protein of unknown function (DUF2577)
PF10845,,Protein of unknown function (DUF2576)
PF10846,,Protein of unknown function (DUF2722)
PF10847,,Protein of unknown function (DUF2656)
PF10849,,Protein of unknown function (DUF2654)
PF10850,,Protein of unknown function (DUF2653)
PF10851,CL0276,Protein of unknown function (DUF2652)   
PF10852,,Protein of unknown function (DUF2651)   
PF10853,,Protein of unknown function (DUF2650)
PF10854,,Protein of unknown function (DUF2649)
PF10856,,Protein of unknown function (DUF2678)
PF10857,,Protein of unknown function (DUF2701)
PF10858,CL0020,Protein of unknown function (DUF2659)
PF10859,,Protein of unknown function (DUF2660)
PF10860,,Protein of unknown function (DUF2661)
PF10861,,Protein of Unknown function (DUF2784)
PF10862,CL0050,FcoT-like thioesterase domain
PF10863,,Nucleolar protein 19
PF10864,,Protein of unknown function (DUF2663)
PF10865,CL0172,Domain of unknown function (DUF2703)
PF10866,,Protein of unknown function (DUF2704)
PF10867,,Protein of unknown function (DUF2664)
PF10868,CL0054,"Cysteine-rich antifungal protein 2, defensin-like"
PF10869,,Domain of unknown function (DUF2666) 
PF10870,,Protein of unknown function (DUF2729)
PF10871,,Protein of unknown function (DUF2748)
PF10872,,Protein of unknown function (DUF2740)
PF10873,,Cysteine and tyrosine-rich protein 1 
PF10874,,Protein of unknown function (DUF2746)
PF10875,,Protein of unknown function (DUF2670)
PF10876,CL0567,"Phage tail assembly chaperone protein, TAC"
PF10877,,Protein of unknown function (DUF2671)
PF10878,,Protein of unknown function (DUF2672)
PF10879,,Protein of unknown function (DUF2674)
PF10880,,Protein of unknown function (DUF2673)
PF10881,CL0236,Protein of unknown function (DUF2726)
PF10882,CL0266,Bacterial PH domain
PF10883,,Protein of unknown function (DUF2681)
PF10884,CL0057,Protein of unknown function (DUF2683)
PF10886,,Protein of unknown function (DUF2685)
PF10887,,Protein of unknown function (DUF2686)
PF10888,,Protein of unknown function (DUF2742)
PF10890,CL0429,Cytochrome b-c1 complex subunit 8
PF10891,,Protein of unknown function (DUF2719)
PF10892,,Protein of unknown function (DUF2688)
PF10893,,"Bacteriophage 186, Fil"
PF10894,,Protein of unknown function (DUF2689)
PF10895,CL0193,Domain of unknown function (DUF2715)
PF10896,,Protein of unknown function (DUF2714)
PF10897,,Protein of unknown function (DUF2713)
PF10898,,Protein of unknown function (DUF2716)
PF10899,,"Putative abortive phage resistance protein AbiGi, antitoxin"
PF10901,,Protein of unknown function (DUF2690)
PF10902,CL0654,"WYL_2, Sm-like SH3 beta-barrel fold"
PF10903,,Protein of unknown function (DUF2691)
PF10904,,Protein of unknown function (DUF2694)
PF10905,,Protein of unknown function (DUF2695)
PF10906,,MIOREX complex component 7 
PF10907,,Protein of unknown function (DUF2749)
PF10908,CL0508,Tlde1 domain
PF10909,,Protein of unknown function (DUF2682)
PF10910,,Phage gene 29 protein family
PF10911,,Bacteriophage T7-like gene 6.5
PF10912,,Protein of unknown function (DUF2700)
PF10913,,Protein of unknown function (DUF2706)
PF10915,,Protein of unknown function (DUF2709)
PF10916,,Protein of unknown function (DUF2712)
PF10917,,Fungus-induced protein 
PF10918,,Protein of unknown function (DUF2718)
PF10920,CL0181,Protein of unknown function (DUF2705)
PF10921,CL0717,Protein of unknown function (DUF2710)
PF10922,,"Bacteriophage T7-like, gene 1.2"
PF10923,CL0023,BREX system ATP-binding protein BrxC/D
PF10924,,Protein of unknown function (DUF2711)
PF10925,,Protein of unknown function (DUF2680)
PF10926,CL0236,Protein of unknown function (DUF2800)
PF10927,,Protein of unknown function (DUF2738)
PF10928,,Protein of unknown function (DUF2810)
PF10929,,Protein of unknown function (DUF2811)
PF10930,,Protein of unknown function (DUF2737)
PF10931,,Protein of unknown function (DUF2735)
PF10932,,Protein of unknown function (DUF2783)
PF10933,CL0113,Protein of unknown function (DUF2827)
PF10934,CL0763,Protein of unknown function (DUF2634)
PF10935,,Protein of unknown function (DUF2637)
PF10936,,Protein of unknown function DUF2617
PF10937,,Alpha-ketoglutarate dehydrogenase component 4/YMR-31
PF10938,,YfdX protein
PF10939,,Protein of unknown function (DUF2631)   
PF10940,,Leader peptide SpeFL
PF10941,,Protein of unknown function DUF2620
PF10942,,Protein of unknown function (DUF2619)
PF10943,,Protein of unknown function (DUF2632)
PF10944,,Protein of unknown function (DUF2630)
PF10945,,Cellulose biosynthesis protein BcsR-like
PF10946,,Protein of unknown function DUF2625
PF10947,,Protein of unknown function (DUF2628)    
